id,current_label,image_number,soup_prob_pos,soup_prob_pos_corrected,soup_raw_label,fp_risk_score,fp_risk_rank,top1_source,top1_label,top1_sim,top5_pos_frac,top10_pos_frac,train_top10_pos_frac,myval_top10_pos_frac,mean_top5_sim,mean_top10_sim,v4_cluster,cluster_test_fraction,test_like_score,test_like_topk_mean,test_like_centroid_cos,dinomlp_full_label,dinomlp_v2_label,dinomlp_v3_label,mytest_augment_label,mytest_strict_label,mytest_split_label,ensemble42_123_label,splitval_augment_label,trsearch_bbox02_label,alt_model_pos_votes,alt_model_count,alt_model_pos_frac,alt_model_neg_votes,weak_label,weak_label_note,verifier_fp_score,verifier_rank,siglip_top5_pos_frac,siglip_top10_pos_frac,siglip_top1_label,siglip_top1_sim,clip_top5_pos_frac,clip_top10_pos_frac,clip_top1_label,clip_top1_sim,dino_neg_signal,siglip_neg_signal,clip_neg_signal,vlm_neg_consensus,three_embedding_neg_consensus,consensus_note
000136.jpg,1,136,0.9404296875,0.9404296875,1,0.4569140625,32.0,train,1.0,0.6967329382896423,0.6,0.4,0.5,0.0,0.6513563990592957,0.622454047203064,11.0,0.0301507537688442,0.2793341959541167,0.5715602,-0.16421634,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.371833984375,39,0.0,0.3,0.0,0.9689346551895142,0.8,0.6,1.0,0.8836761116981506,0.4,1.0,0.19999999999999996,0.6,0.5333333333333333,
000068.jpg,1,68,0.78076171875,0.78076171875,1,0.3675976562499999,41.0,myval,1.0,0.7806925773620605,0.4,0.5,1.0,0.375,0.6830412149429321,0.6294727325439453,14.0,0.0745762711864406,0.3722466791888414,0.53641593,0.24921063,1,-1,-1,1,0,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.3391735026041667,40,0.6,0.7,1.0,0.9382659196853638,0.8,0.8,0.0,0.6678134202957153,0.6,0.4,0.19999999999999996,0.3,0.39999999999999997,
000128.jpg,1,128,0.931640625,0.931640625,1,0.427421875,34.0,train,0.0,0.7320383191108704,0.6,0.5,0.625,0.0,0.650438129901886,0.6234343647956848,7.0,0.0295358649789029,0.4528084944069134,0.6195899,0.42450735,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.33826953125,41,,,,,,,,,0.4,0.5,0.5,0.5,0.4666666666666666,
000159.jpg,1,159,0.7705078125,0.7705078125,1,,,,,,,,,,,,,,,,,1,-1,-1,0,1,0,-1,0,0,2.0,6,0.3333333333333333,4.0,,,0.3375651041666667,42,,,,,,,,,0.5,0.5,0.5,0.5,0.5,
000083.jpg,1,83,0.82666015625,0.82666015625,1,0.3963346354166666,38.0,myval,0.0,0.4587785601615906,0.6,0.5,0.8333333333333334,0.0,0.4271146655082702,0.4106146395206451,14.0,0.0745762711864406,0.2260830814858614,0.39224178,-0.01826062,1,-1,-1,1,1,1,-1,1,0,5.0,6,0.8333333333333334,1.0,,,0.3233850911458333,43,,,,,,,,,0.4,0.5,0.5,0.5,0.4666666666666666,
000092.jpg,1,92,0.64404296875,0.64404296875,1,0.3026199776785714,49.0,train,1.0,0.7207974791526794,0.8,0.7,0.7142857142857143,0.6666666666666666,0.703853189945221,0.6800414323806763,8.0,0.0617647058823529,0.3604257382364834,0.60121334,0.069621824,1,-1,-1,1,0,0,-1,1,1,4.0,6,0.6666666666666666,2.0,,,0.3175845889136904,44,,,,,,,,,0.19999999999999996,0.5,0.5,0.5,0.39999999999999997,
000182.jpg,1,182,0.763671875,0.763671875,1,0.342265625,44.0,myval,0.0,0.5978168249130249,0.6,0.5,1.0,0.1666666666666666,0.562603235244751,0.5402194857597351,15.0,0.047752808988764,0.4199837647797017,0.62590986,0.26473102,1,-1,-1,1,0,1,-1,0,0,3.0,6,0.5,3.0,,,0.31705859375,45,,,,,,,,,0.4,0.5,0.5,0.5,0.4666666666666666,
000154.jpg,1,154,0.8046875,0.8046875,1,,,,,,,,,,,,,,,,,1,-1,-1,1,0,0,-1,1,0,3.0,6,0.5,3.0,,,0.3140625,46,,,,,,,,,0.5,0.5,0.5,0.5,0.5,
000148.jpg,1,148,0.92431640625,0.92431640625,1,0.2962478298611111,51.0,train,0.0,0.7143277525901794,0.6,0.6,0.5555555555555556,1.0,0.640274167060852,0.6084769368171692,5.0,0.0324909747292418,0.3239242506156329,0.57347155,0.008066829,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.3077123480902777,47,,,,,,,,,0.4,0.5,0.5,0.5,0.4666666666666666,
000179.jpg,1,179,0.93310546875,0.93310546875,1,0.3889344618055555,39.0,train,1.0,0.576771080493927,0.6,0.7,0.7777777777777778,0.0,0.5277497172355652,0.4888592660427093,10.0,0.0132450331125827,0.2846163485223884,0.5515214,-0.085477784,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.2939504123263888,48,,,,,,,,,0.4,0.5,0.5,0.5,0.4666666666666666,
000067.jpg,1,67,0.861328125,0.861328125,1,,,,,,,,,,,,,,,,,1,-1,-1,1,1,1,-1,0,0,4.0,6,0.6666666666666666,2.0,,,0.2860677083333333,49,,,,,,,,,0.5,0.5,0.5,0.5,0.5,
000192.jpg,1,192,0.78515625,0.78515625,1,0.3129687499999999,48.0,train,1.0,0.5283101797103882,0.8,0.6,0.6,,0.5003564357757568,0.4826464653015136,10.0,0.0132450331125827,0.3299758706266517,0.57909155,0.035305962,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.2825078124999999,50,,,,,,,,,0.19999999999999996,0.5,0.5,0.5,0.39999999999999997,
000048.jpg,1,48,0.8828125,0.8828125,1,,,,,,,,,,,,,,,,,0,-1,-1,1,1,1,-1,1,0,4.0,6,0.6666666666666666,2.0,,,0.2817708333333333,51,,,,,,,,,0.5,0.5,0.5,0.5,0.5,
000029.jpg,1,29,0.95947265625,0.95947265625,1,0.29810546875,50.0,train,1.0,0.5947352647781372,0.6,0.7,0.7,,0.5474339723587036,0.5247031450271606,8.0,0.0617647058823529,0.4632032193155849,0.74891675,0.15578428,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.2724423828125,52,,,,,,,,,0.4,0.5,0.5,0.5,0.4666666666666666,
000008.jpg,1,8,0.95166015625,0.95166015625,1,0.31716796875,47.0,train,1.0,0.6063688397407532,0.6,0.7,0.75,0.5,0.5438475608825684,0.5277811288833618,1.0,0.0404040404040404,0.3626095332280554,0.4929152,0.33370143,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.2706767578124999,53,,,,,,,,,0.4,0.5,0.5,0.5,0.4666666666666666,
000184.jpg,1,184,0.859375,0.859375,1,,,,,,,,,,,,,,,,,1,-1,-1,1,1,0,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.2697916666666666,54,,,,,,,,,0.5,0.5,0.5,0.5,0.5,
000064.jpg,1,64,0.90673828125,0.90673828125,1,0.3342078993055555,45.0,train,0.0,0.6486080884933472,0.8,0.7,0.7777777777777778,0.0,0.6084500551223755,0.5859338045120239,2.0,0.039568345323741,0.2665020427257895,0.4543031,0.034886714,1,-1,-1,0,1,1,-1,0,1,4.0,6,0.6666666666666666,2.0,,,0.2634028862847222,55,,,,,,,,,0.19999999999999996,0.5,0.5,0.5,0.39999999999999997,
000158.jpg,1,158,0.89990234375,0.89990234375,1,,,,,,,,,,,,,,,,,1,-1,-1,1,1,1,-1,1,0,5.0,6,0.8333333333333334,1.0,,,0.2616861979166667,56,,,,,,,,,0.5,0.5,0.5,0.5,0.5,
000155.jpg,1,155,0.9287109375,0.9287109375,1,,,,,,,,,,,,,,,,,1,-1,-1,1,1,1,-1,0,1,5.0,6,0.8333333333333334,1.0,,,0.2559244791666666,57,,,,,,,,,0.5,0.5,0.5,0.5,0.5,
000185.jpg,1,185,0.98681640625,0.98681640625,1,,,,,,,,,,,,,,,,,1,-1,-1,1,1,1,-1,1,0,5.0,6,0.8333333333333334,1.0,,,0.2443033854166666,58,,,,,,,,,0.5,0.5,0.5,0.5,0.5,
