id,vlm_top1_sim,vlm_top1_source,vlm_top1_label,vlm_top5_pos_frac,vlm_top10_pos_frac,vlm_top20_pos_frac,vlm_mean_top5_sim,vlm_mean_top10_sim,current_label,image_number,soup_prob_pos,soup_prob_pos_corrected,soup_raw_label,fp_risk_score,fp_risk_rank,top1_source,top1_label,top1_sim,top5_pos_frac,top10_pos_frac,train_top10_pos_frac,myval_top10_pos_frac,mean_top5_sim,mean_top10_sim,v4_cluster,cluster_test_fraction,test_like_score,test_like_topk_mean,test_like_centroid_cos,dinomlp_full_label,dinomlp_v2_label,dinomlp_v3_label,mytest_augment_label,mytest_strict_label,mytest_split_label,ensemble42_123_label,splitval_augment_label,trsearch_bbox02_label,alt_model_pos_votes,alt_model_count,alt_model_pos_frac,alt_model_neg_votes,weak_label,weak_label_note,verifier_fp_score,verifier_rank,vlm_disagrees_with_dino
000053.jpg,0.9694380760192871,train,1,0.4,0.4,0.25,0.96514892578125,0.9632906913757324,1,53,0.8671875,0.8671875,1,0.7765625000000002,11.0,train,0.0,0.5177304148674011,0.0,0.0,0.0,,0.4813683629035949,0.4604790806770324,6.0,0.0062893081761006,0.2937840173454404,0.508805,0.05073373,1,-1,-1,1,1,1,-1,1,0,5.0,6,0.8333333333333334,1.0,,,0.7650260416666668,11,False
000046.jpg,0.9630670547485352,train,1,0.6,0.4,0.35,0.9597713351249695,0.9566377401351929,1,46,0.658203125,0.658203125,1,0.6783593750000001,15.0,train,0.0,0.6649773716926575,0.2,0.2,0.2,,0.6509730219841003,0.630167543888092,11.0,0.0301507537688442,0.1832799995963897,0.44527406,-0.2706035,1,-1,-1,0,0,0,-1,0,0,1.0,6,0.1666666666666666,5.0,,,0.7491184895833335,12,True
000062.jpg,0.9690130949020386,train,0,0.2,0.3,0.2,0.9660443067550659,0.9637618064880371,1,62,0.82470703125,0.82470703125,1,0.6472808159722222,17.0,train,1.0,0.7381758689880371,0.2,0.2,0.1111111111111111,1.0,0.717970609664917,0.6951103210449219,11.0,0.0301507537688442,0.4037186885898436,0.67897,0.09702015,0,-1,-1,0,0,1,-1,0,0,1.0,6,0.1666666666666666,5.0,,,0.722717990451389,13,False
000016.jpg,0.9756913185119629,train,0,0.0,0.1,0.1,0.969029426574707,0.966193675994873,1,16,0.87451171875,0.87451171875,1,0.7350976562500001,12.0,train,0.0,0.6023795008659363,0.2,0.2,0.2,,0.575481116771698,0.5617659687995911,6.0,0.0062893081761006,0.2959156880588651,0.5262443,0.020893816,0,-1,-1,1,1,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.6590485026041668,14,False
000160.jpg,0.954670786857605,train,0,0.2,0.3,0.45,0.9457904696464539,0.9422895312309265,1,160,0.77490234375,0.77490234375,1,0.69501953125,14.0,train,1.0,0.6282239556312561,0.4,0.2,0.2,,0.6050511002540588,0.5892336964607239,3.0,0.0178117048346055,0.2724973657052328,0.47062492,0.040365197,0,-1,-1,1,1,1,-1,1,0,4.0,6,0.6666666666666666,2.0,,,0.6316097005208334,15,False
000127.jpg,0.9726191759109497,train,0,0.2,0.2,0.4,0.9706021547317505,0.969707190990448,1,127,0.7783203125,0.7783203125,1,0.7187803819444445,13.0,train,0.0,0.5794908404350281,0.4,0.2,0.2222222222222222,0.0,0.5432612299919128,0.5171113014221191,4.0,0.0346534653465346,0.281469448486177,0.43147254,0.14891542,0,-1,-1,1,1,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.6181312934027777,16,False
000186.jpg,0.8571227192878723,train,1,0.6,0.5,0.5,0.8538490533828735,0.8492077589035034,1,186,0.73583984375,0.73583984375,1,0.66283203125,16.0,train,1.0,0.6848984956741333,0.4,0.3,0.3,,0.6506065130233765,0.633622944355011,14.0,0.0745762711864406,0.356223609568709,0.5323415,0.19408208,0,-1,-1,0,1,1,-1,1,1,4.0,6,0.6666666666666666,2.0,,,0.6081565755208334,17,False
000117.jpg,0.9556684494018555,train,1,0.6,0.7,0.85,0.9516332745552063,0.9501433372497559,1,117,0.93115234375,0.93115234375,1,0.6237695312500001,18.0,train,0.0,0.6779147386550903,0.2,0.2,0.2,,0.6053071022033691,0.5738645792007446,5.0,0.0324909747292418,0.3335061442981127,0.5911999,0.007392071,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.5920888671875001,18,True
000066.jpg,0.9738049507141113,train,0,0.0,0.1,0.15,0.9673083424568176,0.9638389348983765,1,66,0.9423828125,0.9423828125,1,0.6215234375,19.0,train,1.0,0.5714901685714722,0.2,0.2,0.2,,0.5497297048568726,0.5308168530464172,12.0,0.0415512465373961,0.4226412980345147,0.58237755,0.3760935,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.589056640625,19,False
000006.jpg,0.9647985696792603,train,1,0.6,0.6,0.65,0.9618610143661499,0.958541750907898,1,6,0.61328125,0.61328125,1,0.58734375,23.0,train,1.0,0.7236796617507935,0.4,0.3,0.3,,0.7055841088294983,0.6798281669616699,5.0,0.0324909747292418,0.4164049101004962,0.668577,0.16875747,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.5729140625000001,20,False
000130.jpg,0.9383009672164917,train,1,0.8,0.7,0.7,0.9367100596427917,0.9352035522460938,1,130,0.93701171875,0.93701171875,1,0.6192643229166667,20.0,train,1.0,0.7142468094825745,0.2,0.3,0.3333333333333333,0.0,0.710105299949646,0.6952754855155945,1.0,0.0404040404040404,0.5084403432980933,0.734261,0.3860638,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.5626735026041666,21,True
000017.jpg,0.9589622020721436,train,1,0.4,0.7,0.7,0.9563515782356262,0.9545364379882812,1,17,0.9345703125,0.9345703125,1,0.5919748263888889,22.0,train,0.0,0.7032542824745178,0.2,0.4,0.4444444444444444,0.0,0.6958001852035522,0.681174635887146,5.0,0.0324909747292418,0.5084608566890124,0.7309718,0.39971268,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.5313882378472222,22,False
000104.jpg,0.9185711741447449,train,1,0.6,0.7,0.6,0.9062968492507935,0.899479866027832,1,104,0.94091796875,0.94091796875,1,0.52931640625,26.0,train,1.0,0.5893767476081848,0.4,0.4,0.25,1.0,0.534582257270813,0.5143211483955383,14.0,0.0745762711864406,0.3482535446902453,0.49914193,0.23524097,0,-1,-1,1,1,1,-1,1,0,4.0,6,0.6666666666666666,2.0,,,0.5304104817708334,23,False
000084.jpg,0.9458177089691162,train,0,0.6,0.7,0.7,0.9366652369499207,0.9309790730476379,1,84,0.69873046875,0.69873046875,1,0.4535872395833333,33.0,myval,1.0,0.7460084557533264,0.8,0.7,0.0,0.7777777777777778,0.6641107797622681,0.6290484666824341,14.0,0.0745762711864406,0.4131992126723467,0.60091114,0.27113125,1,-1,-1,0,0,1,-1,0,1,3.0,6,0.5,3.0,,,0.5190094401041666,24,False
000086.jpg,0.9611752033233643,train,1,1.0,0.9,0.8,0.9582255482673645,0.9565861821174622,1,86,0.92138671875,0.92138671875,1,0.6057226562499999,21.0,myval,0.0,0.8209947347640991,0.2,0.4,0.8,0.0,0.7719137668609619,0.7309049367904663,1.0,0.0404040404040404,0.4280897654668249,0.5557796,0.45732075,0,-1,-1,1,1,0,-1,1,0,3.0,6,0.5,3.0,,,0.5177255859375,25,True
000151.jpg,0.9648134112358093,train,1,1.0,1.0,0.75,0.9631708860397339,0.9605998992919922,1,151,0.70947265625,0.70947265625,1,0.48810546875,29.0,train,0.0,0.5771952271461487,0.4,0.5,0.5,,0.5628176927566528,0.5508314371109009,11.0,0.0301507537688442,0.2564763511245574,0.51175904,-0.12408511,1,-1,-1,0,0,1,-1,1,1,4.0,6,0.6666666666666666,2.0,,,0.5122757161458333,26,False
000045.jpg,0.9606554508209229,train,0,0.2,0.5,0.7,0.9576398134231567,0.956429123878479,1,45,0.93798828125,0.93798828125,1,0.5824023437499999,24.0,train,0.0,0.6599167585372925,0.4,0.4,0.4,,0.6159247159957886,0.5867726802825928,5.0,0.0324909747292418,0.3523073864112261,0.51098615,0.2590672,0,-1,-1,1,1,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.5029098307291666,27,False
000099.jpg,0.9466758966445923,train,0,0.6,0.7,0.75,0.9413913488388062,0.9384121894836426,1,99,0.89453125,0.89453125,1,0.51359375,27.0,myval,1.0,0.6753547787666321,0.4,0.3,0.25,0.5,0.6214233636856079,0.5943337678909302,5.0,0.0324909747292418,0.4709184241423968,0.67708886,0.36808538,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.5008515625,28,False
000037.jpg,0.9164096713066101,myval,1,0.8,0.7,0.6,0.9055978059768677,0.8991203308105469,1,37,0.59130859375,0.59130859375,1,0.5588811383928571,25.0,train,0.0,0.5589024424552917,0.6,0.5,0.5714285714285714,0.3333333333333333,0.5426426529884338,0.5316532850265503,1.0,0.0404040404040404,0.4346831716672338,0.5985376,0.38962668,0,-1,-1,1,1,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.4797276320684523,29,False
000039.jpg,0.9555719494819641,train,0,0.6,0.6,0.75,0.9422073364257812,0.9388006329536438,1,39,0.98876953125,0.98876953125,1,0.51224609375,28.0,train,0.0,0.7574754357337952,0.4,0.3,0.3,,0.6730233430862427,0.6472517251968384,5.0,0.0324909747292418,0.3419127833972338,0.59233344,0.03852477,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.4715322265625,30,False
000070.jpg,0.9564728736877441,train,1,0.6,0.6,0.65,0.9515320658683777,0.9496905207633972,1,70,0.5439453125,0.5439453125,1,0.4726395089285714,31.0,myval,0.0,0.6997478604316711,0.8,0.6,0.7142857142857143,0.3333333333333333,0.6460624933242798,0.6305630803108215,0.0,0.0385487528344671,0.3717119783500965,0.5312958,0.28715807,0,-1,-1,0,0,0,-1,0,0,0.0,6,0.0,6.0,,,0.463777622767857,31,False
000173.jpg,0.9552057385444641,train,1,0.8,0.9,0.95,0.9537044763565063,0.9525896906852722,1,173,0.7216796875,0.7216796875,1,0.4856640625,30.0,train,1.0,0.5696623921394348,0.6,0.6,0.6,,0.5632005929946899,0.5481364130973816,15.0,0.047752808988764,0.3282121025444416,0.4764801,0.22638993,0,-1,-1,1,1,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.4223131510416666,32,False
000119.jpg,0.9433010816574097,train,1,0.6,0.7,0.7,0.9376207590103149,0.9340335726737976,1,119,0.71435546875,0.71435546875,1,0.3812955729166666,40.0,train,1.0,0.5193297863006592,0.6,0.6,0.8333333333333334,0.25,0.4926013946533203,0.4783350527286529,1.0,0.0404040404040404,0.3139874316827215,0.4853713,0.15580967,1,-1,-1,0,0,0,-1,0,0,1.0,6,0.1666666666666666,5.0,,,0.4072490234375,33,False
000021.jpg,0.9688705205917358,train,0,0.4,0.4,0.35,0.9657074809074402,0.9640528559684753,1,21,0.88037109375,0.88037109375,1,0.42517578125,35.0,train,1.0,0.6651615500450134,0.6,0.4,0.375,0.5,0.6187072992324829,0.6020547151565552,3.0,0.0178117048346055,0.3802816071431448,0.60467136,0.17660014,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.3977373046875,34,False
000121.jpg,0.9152175784111023,train,1,0.8,0.9,0.85,0.9103646278381348,0.9052306413650513,1,121,0.9462890625,0.9462890625,1,0.4007421874999999,37.0,myval,0.0,0.8671508431434631,0.2,0.6,1.0,0.3333333333333333,0.8396449089050293,0.7401250600814819,7.0,0.0295358649789029,0.3515636573612438,0.5325349,0.21104905,1,-1,-1,0,1,0,-1,1,1,4.0,6,0.6666666666666666,2.0,,,0.3843352864583332,35,True
000056.jpg,0.9516614675521851,train,0,0.4,0.6,0.65,0.9452353715896606,0.9430025219917297,1,56,0.65869140625,0.65869140625,1,0.3582617187499999,42.0,train,1.0,0.4912965595722198,0.8,0.8,0.8,,0.4839937686920166,0.4692370891571045,1.0,0.0404040404040404,0.3144117869511999,0.48415193,0.16018966,0,-1,-1,0,0,0,-1,0,0,0.0,6,0.0,6.0,,,0.3836533203124999,36,False
000118.jpg,0.9576571583747864,train,1,0.8,0.6,0.6,0.9538397789001465,0.9510748982429504,1,118,0.9228515625,0.9228515625,1,0.3565407986111111,43.0,train,0.0,0.7250243425369263,0.4,0.6,0.5555555555555556,1.0,0.6896887421607971,0.6728367209434509,15.0,0.047752808988764,0.3627007805229573,0.6379377,0.009137817,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.3791078559027778,37,False
000061.jpg,0.9787493348121643,train,1,0.8,0.7,0.8,0.9737869501113892,0.9716591835021973,1,61,0.9599609375,0.9599609375,1,0.4180078124999999,36.0,train,0.0,0.5464230179786682,0.6,0.4,0.4,,0.5330203175544739,0.5089733600616455,13.0,0.0148148148148148,0.3376898926275747,0.50754625,0.22230586,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.3743105468749999,38,False
000136.jpg,0.9689346551895142,train,0,0.0,0.3,0.25,0.9616349935531616,0.9591516256332397,1,136,0.9404296875,0.9404296875,1,0.4569140625,32.0,train,1.0,0.6967329382896423,0.6,0.4,0.5,0.0,0.6513563990592957,0.622454047203064,11.0,0.0301507537688442,0.2793341959541167,0.5715602,-0.16421634,1,-1,-1,1,1,1,-1,1,1,6.0,6,1.0,0.0,,,0.371833984375,39,True
000068.jpg,0.9382659196853638,myval,1,0.6,0.7,0.65,0.9268758893013,0.9219502210617065,1,68,0.78076171875,0.78076171875,1,0.3675976562499999,41.0,myval,1.0,0.7806925773620605,0.4,0.5,1.0,0.375,0.6830412149429321,0.6294727325439453,14.0,0.0745762711864406,0.3722466791888414,0.53641593,0.24921063,1,-1,-1,1,0,1,-1,1,1,5.0,6,0.8333333333333334,1.0,,,0.3391735026041667,40,False
