sample_id,source,image_id,label,path,mask_status,is_not_stone,has_image
train/000047.jpg,train,000047.jpg,0.0,preprocess/bbox_crop/train/000047_mask_000.png,mask,False,True
train/000048.jpg,train,000048.jpg,0.0,,nomask,False,False
train/000049.jpg,train,000049.jpg,0.0,preprocess/bbox_crop/train/000049_mask_000.png,mask,False,True
train/000050.jpg,train,000050.jpg,0.0,preprocess/bbox_crop/train/000050_mask_000.png,mask,False,True
train/000051.jpg,train,000051.jpg,0.0,preprocess/bbox_crop/train/000051_mask_000.png,mask,False,True
train/000052.jpg,train,000052.jpg,0.0,preprocess/bbox_crop/train/000052_mask_000.png,mask,False,True
train/000053.jpg,train,000053.jpg,0.0,preprocess/bbox_crop/train/000053_mask_000.png,mask,False,True
train/000054.jpg,train,000054.jpg,0.0,preprocess/bbox_crop/train/000054_mask_000.png,mask,False,True
train/000055.jpg,train,000055.jpg,1.0,preprocess/bbox_crop/train/000055_mask_000.png,mask,False,True
train/000056.jpeg,train,000056.jpeg,0.0,preprocess/bbox_crop/train/000056_mask_000.png,mask,False,True
train/000057.jpg,train,000057.jpg,1.0,preprocess/bbox_crop/train/000057_mask_000.png,mask,False,True
train/000058.jpg,train,000058.jpg,1.0,preprocess/bbox_crop/train/000058_mask_000.png,mask,False,True
train/000059.jpg,train,000059.jpg,1.0,preprocess/bbox_crop/train/000059_mask_000.png,mask,False,True
train/000060.jpg,train,000060.jpg,0.0,preprocess/bbox_crop/train/000060_mask_000.png,mask,False,True
train/000061.jpg,train,000061.jpg,0.0,preprocess/bbox_crop/train/000061_mask_000.png,mask,False,True
train/000062.jpg,train,000062.jpg,0.0,preprocess/bbox_crop/train/000062_mask_000.png,mask,False,True
train/000063.jpeg,train,000063.jpeg,0.0,preprocess/bbox_crop/train/000063_mask_000.png,mask,False,True
train/000064.jpg,train,000064.jpg,1.0,preprocess/bbox_crop/train/000064_mask_000.png,mask,False,True
train/000065.jpg,train,000065.jpg,0.0,preprocess/bbox_crop/train/000065_mask_000.png,mask,False,True
train/000066.jpg,train,000066.jpg,1.0,preprocess/bbox_crop/train/000066_mask_000.png,mask,False,True
train/000067.jpg,train,000067.jpg,1.0,preprocess/bbox_crop/train/000067_mask_000.png,mask,False,True
train/000068.jpg,train,000068.jpg,0.0,preprocess/bbox_crop/train/000068_mask_000.png,mask,False,True
train/000069.jpg,train,000069.jpg,1.0,,nomask,False,False
train/000070.jpg,train,000070.jpg,0.0,preprocess/bbox_crop/train/000070_mask_000.png,mask,False,True
train/000071.jpg,train,000071.jpg,1.0,preprocess/bbox_crop/train/000071_mask_000.png,mask,False,True
train/000072.jpg,train,000072.jpg,1.0,preprocess/bbox_crop/train/000072_mask_000.png,mask,False,True
train/000073.jpg,train,000073.jpg,0.0,preprocess/bbox_crop/train/000073_mask_000.png,mask,False,True
train/000074.jpg,train,000074.jpg,0.0,preprocess/bbox_crop/train/000074_mask_000.png,mask,False,True
train/000075.jpg,train,000075.jpg,1.0,preprocess/bbox_crop/train/000075_mask_000.png,mask,False,True
train/000076.jpg,train,000076.jpg,0.0,preprocess/bbox_crop/train/000076_mask_000.png,mask,False,True
train/000077.jpg,train,000077.jpg,1.0,preprocess/bbox_crop/train/000077_mask_000.png,mask,False,True
train/000078.jpg,train,000078.jpg,0.0,preprocess/bbox_crop/train/000078_mask_000.png,mask,False,True
train/000079.jpg,train,000079.jpg,0.0,preprocess/bbox_crop/train/000079_mask_000.png,mask,False,True
train/000080.jpg,train,000080.jpg,0.0,preprocess/bbox_crop/train/000080_mask_000.png,mask,False,True
train/000081.jpg,train,000081.jpg,1.0,preprocess/bbox_crop/train/000081_mask_000.png,mask,False,True
train/000082.jpg,train,000082.jpg,1.0,preprocess/bbox_crop/train/000082_mask_000.png,mask,False,True
train/000083.jpg,train,000083.jpg,0.0,preprocess/bbox_crop/train/000083_mask_000.png,mask,False,True
train/000084.jpg,train,000084.jpg,1.0,preprocess/bbox_crop/train/000084_mask_000.png,mask,False,True
train/000085.jpg,train,000085.jpg,1.0,preprocess/bbox_crop/train/000085_mask_000.png,mask,False,True
train/000086.jpg,train,000086.jpg,1.0,preprocess/bbox_crop/train/000086_mask_000.png,mask,False,True
train/000087.jpg,train,000087.jpg,0.0,preprocess/bbox_crop/train/000087_mask_000.png,mask,False,True
train/000088.jpg,train,000088.jpg,1.0,preprocess/bbox_crop/train/000088_mask_000.png,mask,False,True
train/000089.jpg,train,000089.jpg,1.0,preprocess/bbox_crop/train/000089_mask_000.png,mask,False,True
train/000090.jpg,train,000090.jpg,1.0,preprocess/bbox_crop/train/000090_mask_000.png,mask,False,True
train/000091.jpg,train,000091.jpg,0.0,preprocess/bbox_crop/train/000091_mask_000.png,mask,False,True
train/000092.jpg,train,000092.jpg,1.0,preprocess/bbox_crop/train/000092_mask_000.png,mask,False,True
train/000093.jpg,train,000093.jpg,1.0,preprocess/bbox_crop/train/000093_mask_000.png,mask,False,True
train/000094.jpg,train,000094.jpg,0.0,preprocess/bbox_crop/train/000094_mask_000.png,mask,False,True
train/000095.jpg,train,000095.jpg,1.0,preprocess/bbox_crop/train/000095_mask_000.png,mask,False,True
train/000096.jpg,train,000096.jpg,1.0,preprocess/bbox_crop/train/000096_mask_000.png,mask,False,True
train/000097.jpg,train,000097.jpg,1.0,preprocess/bbox_crop/train/000097_mask_000.png,mask,False,True
train/000098.jpg,train,000098.jpg,0.0,preprocess/bbox_crop/train/000098_mask_000.png,mask,False,True
train/000099.jpg,train,000099.jpg,0.0,,nomask,False,False
train/000100.jpg,train,000100.jpg,1.0,preprocess/bbox_crop/train/000100_mask_000.png,mask,False,True
train/000101.png,train,000101.png,0.0,preprocess/bbox_crop/train/000101_mask_000.png,mask,False,True
train/000102.jpg,train,000102.jpg,1.0,preprocess/bbox_crop/train/000102_mask_000.png,mask,False,True
train/000103.jpg,train,000103.jpg,1.0,preprocess/bbox_crop/train/000103_mask_000.png,mask,False,True
train/000104.jpg,train,000104.jpg,0.0,preprocess/bbox_crop/train/000104_mask_000.png,mask,False,True
train/000105.jpg,train,000105.jpg,1.0,preprocess/bbox_crop/train/000105_mask_000.png,mask,False,True
train/000106.jpg,train,000106.jpg,0.0,preprocess/bbox_crop/train/000106_mask_000.png,mask,False,True
train/000107.jpg,train,000107.jpg,0.0,,nomask,False,False
train/000108.jpg,train,000108.jpg,1.0,,nomask,False,False
train/000109.jpg,train,000109.jpg,1.0,preprocess/bbox_crop/train/000109_mask_000.png,mask,False,True
train/000110.jpg,train,000110.jpg,1.0,preprocess/bbox_crop/train/000110_mask_000.png,mask,False,True
train/000111.jpg,train,000111.jpg,1.0,preprocess/bbox_crop/train/000111_mask_000.png,mask,False,True
train/000112.jpg,train,000112.jpg,0.0,preprocess/bbox_crop/train/000112_mask_000.png,mask,False,True
train/000113.jpg,train,000113.jpg,0.0,preprocess/bbox_crop/train/000113_mask_000.png,mask,False,True
train/000114.jpg,train,000114.jpg,0.0,preprocess/bbox_crop/train/000114_mask_000.png,mask,False,True
train/000115.jpg,train,000115.jpg,1.0,preprocess/bbox_crop/train/000115_mask_000.png,mask,False,True
train/000116.jpg,train,000116.jpg,0.0,preprocess/bbox_crop/train/000116_mask_000.png,mask,False,True
train/000117.jpg,train,000117.jpg,1.0,preprocess/bbox_crop/train/000117_mask_000.png,mask,False,True
train/000118.jpg,train,000118.jpg,1.0,preprocess/bbox_crop/train/000118_mask_000.png,mask,False,True
train/000119.jpg,train,000119.jpg,0.0,preprocess/bbox_crop/train/000119_mask_000.png,mask,False,True
train/000120.jpg,train,000120.jpg,0.0,preprocess/bbox_crop/train/000120_mask_000.png,mask,False,True
train/000121.jpg,train,000121.jpg,0.0,preprocess/bbox_crop/train/000121_mask_000.png,mask,False,True
train/000122.jpg,train,000122.jpg,0.0,preprocess/bbox_crop/train/000122_mask_000.png,mask,False,True
train/000123.jpg,train,000123.jpg,0.0,preprocess/bbox_crop/train/000123_mask_000.png,mask,False,True
train/000124.jpg,train,000124.jpg,0.0,preprocess/bbox_crop/train/000124_mask_000.png,mask,False,True
train/000125.jpg,train,000125.jpg,1.0,,nomask,False,False
train/000126.jpg,train,000126.jpg,0.0,preprocess/bbox_crop/train/000126_mask_000.png,mask,False,True
train/000127.jpg,train,000127.jpg,1.0,preprocess/bbox_crop/train/000127_mask_000.png,mask,False,True
train/000128.jpg,train,000128.jpg,1.0,preprocess/bbox_crop/train/000128_mask_000.png,mask,False,True
train/000129.jpg,train,000129.jpg,1.0,preprocess/bbox_crop/train/000129_mask_000.png,mask,False,True
train/000130.jpg,train,000130.jpg,0.0,preprocess/bbox_crop/train/000130_mask_000.png,mask,False,True
train/000131.jpg,train,000131.jpg,0.0,preprocess/bbox_crop/train/000131_mask_000.png,mask,False,True
train/000132.jpg,train,000132.jpg,0.0,preprocess/bbox_crop/train/000132_mask_000.png,mask,False,True
train/000133.jpg,train,000133.jpg,0.0,preprocess/bbox_crop/train/000133_mask_000.png,mask,False,True
train/000134.jpg,train,000134.jpg,1.0,preprocess/bbox_crop/train/000134_mask_000.png,mask,False,True
train/000135.jpg,train,000135.jpg,1.0,,nomask,False,False
train/000136.jpg,train,000136.jpg,1.0,,nomask,False,False
train/000137.jpg,train,000137.jpg,1.0,preprocess/bbox_crop/train/000137_mask_000.png,mask,False,True
train/000138.jpg,train,000138.jpg,0.0,preprocess/bbox_crop/train/000138_mask_000.png,mask,False,True
train/000139.jpg,train,000139.jpg,1.0,preprocess/bbox_crop/train/000139_mask_000.png,mask,False,True
train/000140.jpg,train,000140.jpg,1.0,preprocess/bbox_crop/train/000140_mask_000.png,mask,False,True
train/000141.jpg,train,000141.jpg,0.0,,nomask,False,False
train/000142.jpg,train,000142.jpg,0.0,preprocess/bbox_crop/train/000142_mask_000.png,mask,False,True
train/000143.jpg,train,000143.jpg,1.0,preprocess/bbox_crop/train/000143_mask_000.png,mask,False,True
train/000144.jpg,train,000144.jpg,0.0,preprocess/bbox_crop/train/000144_mask_000.png,mask,False,True
train/000145.jpg,train,000145.jpg,0.0,preprocess/bbox_crop/train/000145_mask_000.png,mask,False,True
train/000146.jpg,train,000146.jpg,1.0,preprocess/bbox_crop/train/000146_mask_000.png,mask,False,True
train/000147.jpg,train,000147.jpg,0.0,preprocess/bbox_crop/train/000147_mask_000.png,mask,False,True
train/000148.jpg,train,000148.jpg,0.0,preprocess/bbox_crop/train/000148_mask_000.png,mask,False,True
train/000149.jpg,train,000149.jpg,0.0,,nomask,False,False
train/000150.jpg,train,000150.jpg,1.0,preprocess/bbox_crop/train/000150_mask_000.png,mask,False,True
train/000151.jpg,train,000151.jpg,0.0,,nomask,False,False
train/000152.jpg,train,000152.jpg,0.0,preprocess/bbox_crop/train/000152_mask_000.png,mask,False,True
train/000153.jpg,train,000153.jpg,1.0,preprocess/bbox_crop/train/000153_mask_000.png,mask,False,True
train/000154.jpg,train,000154.jpg,0.0,preprocess/bbox_crop/train/000154_mask_000.png,mask,False,True
train/000155.jpg,train,000155.jpg,1.0,preprocess/bbox_crop/train/000155_mask_000.png,mask,False,True
train/000156.jpg,train,000156.jpg,1.0,preprocess/bbox_crop/train/000156_mask_000.png,mask,False,True
train/000157.jpg,train,000157.jpg,1.0,preprocess/bbox_crop/train/000157_mask_000.png,mask,False,True
train/000158.jpg,train,000158.jpg,0.0,preprocess/bbox_crop/train/000158_mask_000.png,mask,False,True
train/000159.jpg,train,000159.jpg,0.0,preprocess/bbox_crop/train/000159_mask_000.png,mask,False,True
train/000160.jpg,train,000160.jpg,0.0,preprocess/bbox_crop/train/000160_mask_000.png,mask,False,True
train/000161.jpg,train,000161.jpg,0.0,preprocess/bbox_crop/train/000161_mask_000.png,mask,False,True
train/000162.jpg,train,000162.jpg,1.0,preprocess/bbox_crop/train/000162_mask_000.png,mask,False,True
train/000163.jpg,train,000163.jpg,0.0,preprocess/bbox_crop/train/000163_mask_000.png,mask,False,True
train/000164.jpg,train,000164.jpg,0.0,preprocess/bbox_crop/train/000164_mask_000.png,mask,False,True
train/000165.jpg,train,000165.jpg,0.0,preprocess/bbox_crop/train/000165_mask_000.png,mask,False,True
train/000166.jpg,train,000166.jpg,1.0,preprocess/bbox_crop/train/000166_mask_000.png,mask,False,True
train/000167.jpg,train,000167.jpg,0.0,preprocess/bbox_crop/train/000167_mask_000.png,mask,False,True
train/000168.jpg,train,000168.jpg,1.0,preprocess/bbox_crop/train/000168_mask_000.png,mask,False,True
train/000169.jpg,train,000169.jpg,1.0,preprocess/bbox_crop/train/000169_mask_000.png,mask,False,True
train/000170.jpg,train,000170.jpg,0.0,preprocess/bbox_crop/train/000170_mask_000.png,mask,False,True
train/000171.jpg,train,000171.jpg,1.0,preprocess/bbox_crop/train/000171_mask_000.png,mask,False,True
train/000172.jpg,train,000172.jpg,1.0,preprocess/bbox_crop/train/000172_mask_000.png,mask,False,True
train/000173.jpg,train,000173.jpg,0.0,preprocess/bbox_crop/train/000173_mask_000.png,mask,False,True
train/000174.jpg,train,000174.jpg,0.0,,nomask,False,False
train/000175.jpg,train,000175.jpg,0.0,preprocess/bbox_crop/train/000175_mask_000.png,mask,False,True
train/000176.jpg,train,000176.jpg,1.0,preprocess/bbox_crop/train/000176_mask_000.png,mask,False,True
train/000177.jpg,train,000177.jpg,1.0,preprocess/bbox_crop/train/000177_mask_000.png,mask,False,True
train/000178.jpg,train,000178.jpg,0.0,preprocess/bbox_crop/train/000178_mask_000.png,mask,False,True
train/000179.jpg,train,000179.jpg,1.0,preprocess/bbox_crop/train/000179_mask_000.png,mask,False,True
train/000180.jpg,train,000180.jpg,0.0,preprocess/bbox_crop/train/000180_mask_000.png,mask,False,True
train/000181.jpg,train,000181.jpg,1.0,preprocess/bbox_crop/train/000181_mask_000.png,mask,False,True
train/000182.jpg,train,000182.jpg,0.0,preprocess/bbox_crop/train/000182_mask_000.png,mask,False,True
train/000183.jpg,train,000183.jpg,0.0,preprocess/bbox_crop/train/000183_mask_000.png,mask,False,True
train/000184.jpg,train,000184.jpg,0.0,preprocess/bbox_crop/train/000184_mask_000.png,mask,False,True
train/000185.jpg,train,000185.jpg,1.0,preprocess/bbox_crop/train/000185_mask_000.png,mask,False,True
train/000186.jpg,train,000186.jpg,1.0,preprocess/bbox_crop/train/000186_mask_000.png,mask,False,True
train/000187.jpg,train,000187.jpg,1.0,preprocess/bbox_crop/train/000187_mask_000.png,mask,False,True
train/000188.jpg,train,000188.jpg,1.0,preprocess/bbox_crop/train/000188_mask_000.png,mask,False,True
train/000189.jpg,train,000189.jpg,0.0,,nomask,False,False
train/000190.jpg,train,000190.jpg,0.0,preprocess/bbox_crop/train/000190_mask_000.png,mask,False,True
train/000191.jpg,train,000191.jpg,0.0,preprocess/bbox_crop/train/000191_mask_000.png,mask,False,True
train/000192.jpg,train,000192.jpg,1.0,preprocess/bbox_crop/train/000192_mask_000.png,mask,False,True
train/000193.jpg,train,000193.jpg,0.0,preprocess/bbox_crop/train/000193_mask_000.png,mask,False,True
train/000194.jpg,train,000194.jpg,1.0,preprocess/bbox_crop/train/000194_mask_000.png,mask,False,True
train/000195.jpg,train,000195.jpg,0.0,preprocess/bbox_crop/train/000195_mask_000.png,mask,False,True
train/000196.jpg,train,000196.jpg,1.0,preprocess/bbox_crop/train/000196_mask_000.png,mask,False,True
train/000197.jpg,train,000197.jpg,0.0,preprocess/bbox_crop/train/000197_mask_000.png,mask,False,True
train/000198.jpg,train,000198.jpg,0.0,preprocess/bbox_crop/train/000198_mask_000.png,mask,False,True
train/000199.jpg,train,000199.jpg,1.0,preprocess/bbox_crop/train/000199_mask_000.png,mask,False,True
train/000200.jpg,train,000200.jpg,0.0,preprocess/bbox_crop/train/000200_mask_000.png,mask,False,True
train/000201.jpg,train,000201.jpg,1.0,preprocess/bbox_crop/train/000201_mask_000.png,mask,False,True
train/000202.jpg,train,000202.jpg,1.0,preprocess/bbox_crop/train/000202_mask_000.png,mask,False,True
train/000203.jpg,train,000203.jpg,0.0,preprocess/bbox_crop/train/000203_mask_000.png,mask,False,True
train/000204.jpg,train,000204.jpg,1.0,preprocess/bbox_crop/train/000204_mask_000.png,mask,False,True
train/000205.jpg,train,000205.jpg,0.0,preprocess/bbox_crop/train/000205_mask_000.png,mask,False,True
train/000206.jpg,train,000206.jpg,1.0,preprocess/bbox_crop/train/000206_mask_000.png,mask,False,True
train/000207.jpg,train,000207.jpg,0.0,preprocess/bbox_crop/train/000207_mask_000.png,mask,False,True
train/000208.jpg,train,000208.jpg,0.0,preprocess/bbox_crop/train/000208_mask_000.png,mask,False,True
train/000209.jpeg,train,000209.jpeg,0.0,preprocess/bbox_crop/train/000209_mask_000.png,mask,False,True
train/000210.jpeg,train,000210.jpeg,0.0,preprocess/bbox_crop/train/000210_mask_000.png,mask,False,True
train/000211.jpg,train,000211.jpg,0.0,preprocess/bbox_crop/train/000211_mask_000.png,mask,False,True
train/000212.jpg,train,000212.jpg,0.0,preprocess/bbox_crop/train/000212_mask_000.png,mask,False,True
train/000213.jpg,train,000213.jpg,0.0,,nomask,False,False
train/000214.jpg,train,000214.jpg,1.0,preprocess/bbox_crop/train/000214_mask_000.png,mask,False,True
train/000215.jpg,train,000215.jpg,1.0,preprocess/bbox_crop/train/000215_mask_000.png,mask,False,True
train/000216.jpg,train,000216.jpg,1.0,,nomask,False,False
train/000217.jpg,train,000217.jpg,1.0,preprocess/bbox_crop/train/000217_mask_000.png,mask,False,True
train/000218.jpg,train,000218.jpg,0.0,preprocess/bbox_crop/train/000218_mask_000.png,mask,False,True
train/000219.jpg,train,000219.jpg,1.0,preprocess/bbox_crop/train/000219_mask_000.png,mask,False,True
train/000220.jpg,train,000220.jpg,1.0,preprocess/bbox_crop/train/000220_mask_000.png,mask,False,True
train/000221.jpg,train,000221.jpg,0.0,preprocess/bbox_crop/train/000221_mask_000.png,mask,False,True
train/000222.jpg,train,000222.jpg,1.0,preprocess/bbox_crop/train/000222_mask_000.png,mask,False,True
train/000223.jpg,train,000223.jpg,1.0,preprocess/bbox_crop/train/000223_mask_000.png,mask,False,True
train/000224.jpg,train,000224.jpg,1.0,preprocess/bbox_crop/train/000224_mask_000.png,mask,False,True
train/000225.jpg,train,000225.jpg,1.0,preprocess/bbox_crop/train/000225_mask_000.png,mask,False,True
train/000226.jpg,train,000226.jpg,1.0,preprocess/bbox_crop/train/000226_mask_000.png,mask,False,True
train/000227.jpg,train,000227.jpg,1.0,preprocess/bbox_crop/train/000227_mask_000.png,mask,False,True
train/000228.jpg,train,000228.jpg,0.0,preprocess/bbox_crop/train/000228_mask_000.png,mask,False,True
train/000229.jpg,train,000229.jpg,1.0,preprocess/bbox_crop/train/000229_mask_000.png,mask,False,True
train/000230.jpg,train,000230.jpg,0.0,preprocess/bbox_crop/train/000230_mask_000.png,mask,False,True
train/000231.jpg,train,000231.jpg,0.0,preprocess/bbox_crop/train/000231_mask_000.png,mask,False,True
train/000232.jpg,train,000232.jpg,1.0,preprocess/bbox_crop/train/000232_mask_000.png,mask,False,True
train/000233.jpg,train,000233.jpg,1.0,preprocess/bbox_crop/train/000233_mask_000.png,mask,False,True
train/000234.jpg,train,000234.jpg,0.0,preprocess/bbox_crop/train/000234_mask_000.png,mask,False,True
train/000235.jpg,train,000235.jpg,1.0,preprocess/bbox_crop/train/000235_mask_000.png,mask,False,True
train/000236.jpg,train,000236.jpg,1.0,preprocess/bbox_crop/train/000236_mask_000.png,mask,False,True
train/000237.jpg,train,000237.jpg,1.0,preprocess/bbox_crop/train/000237_mask_000.png,mask,False,True
train/000238.jpg,train,000238.jpg,0.0,preprocess/bbox_crop/train/000238_mask_000.png,mask,False,True
train/000239.jpg,train,000239.jpg,1.0,preprocess/bbox_crop/train/000239_mask_000.png,mask,False,True
train/000240.jpg,train,000240.jpg,0.0,preprocess/bbox_crop/train/000240_mask_000.png,mask,False,True
train/000241.jpg,train,000241.jpg,1.0,preprocess/bbox_crop/train/000241_mask_000.png,mask,False,True
train/000242.jpg,train,000242.jpg,1.0,preprocess/bbox_crop/train/000242_mask_000.png,mask,False,True
train/000243.jpg,train,000243.jpg,1.0,preprocess/bbox_crop/train/000243_mask_000.png,mask,False,True
train/000244.jpg,train,000244.jpg,1.0,preprocess/bbox_crop/train/000244_mask_000.png,mask,False,True
train/000245.jpg,train,000245.jpg,0.0,,nomask,False,False
train/000246.jpg,train,000246.jpg,0.0,,nomask,False,False
train/000247.jpg,train,000247.jpg,0.0,preprocess/bbox_crop/train/000247_mask_000.png,mask,False,True
train/000248.jpg,train,000248.jpg,0.0,preprocess/bbox_crop/train/000248_mask_000.png,mask,False,True
train/000249.jpg,train,000249.jpg,0.0,preprocess/bbox_crop/train/000249_mask_000.png,mask,False,True
train/000250.jpg,train,000250.jpg,1.0,preprocess/bbox_crop/train/000250_mask_000.png,mask,False,True
train/000251.jpg,train,000251.jpg,1.0,preprocess/bbox_crop/train/000251_mask_000.png,mask,False,True
train/000252.jpg,train,000252.jpg,0.0,preprocess/bbox_crop/train/000252_mask_000.png,mask,False,True
train/000253.jpg,train,000253.jpg,1.0,preprocess/bbox_crop/train/000253_mask_000.png,mask,False,True
train/000254.jpg,train,000254.jpg,1.0,preprocess/bbox_crop/train/000254_mask_000.png,mask,False,True
train/000255.jpg,train,000255.jpg,1.0,preprocess/bbox_crop/train/000255_mask_000.png,mask,False,True
train/000256.jpg,train,000256.jpg,1.0,preprocess/bbox_crop/train/000256_mask_000.png,mask,False,True
train/000257.jpg,train,000257.jpg,0.0,preprocess/bbox_crop/train/000257_mask_000.png,mask,False,True
train/000258.jpg,train,000258.jpg,0.0,preprocess/bbox_crop/train/000258_mask_000.png,mask,False,True
train/000259.jpg,train,000259.jpg,0.0,preprocess/bbox_crop/train/000259_mask_000.png,mask,False,True
train/000260.jpg,train,000260.jpg,1.0,preprocess/bbox_crop/train/000260_mask_000.png,mask,False,True
train/000261.jpg,train,000261.jpg,1.0,preprocess/bbox_crop/train/000261_mask_000.png,mask,False,True
train/000262.jpg,train,000262.jpg,1.0,preprocess/bbox_crop/train/000262_mask_000.png,mask,False,True
train/000263.jpg,train,000263.jpg,0.0,preprocess/bbox_crop/train/000263_mask_000.png,mask,False,True
train/000264.jpg,train,000264.jpg,0.0,preprocess/bbox_crop/train/000264_mask_000.png,mask,False,True
train/000265.jpg,train,000265.jpg,1.0,preprocess/bbox_crop/train/000265_mask_000.png,mask,False,True
train/000266.jpg,train,000266.jpg,0.0,preprocess/bbox_crop/train/000266_mask_000.png,mask,False,True
train/000267.jpg,train,000267.jpg,1.0,preprocess/bbox_crop/train/000267_mask_000.png,mask,False,True
train/000268.jpg,train,000268.jpg,0.0,preprocess/bbox_crop/train/000268_mask_000.png,mask,False,True
train/000269.jpg,train,000269.jpg,0.0,preprocess/bbox_crop/train/000269_mask_000.png,mask,False,True
train/000270.jpg,train,000270.jpg,1.0,preprocess/bbox_crop/train/000270_mask_000.png,mask,False,True
train/000271.jpg,train,000271.jpg,1.0,preprocess/bbox_crop/train/000271_mask_000.png,mask,False,True
